313.50,218.25,59.00,48.00
313.50,218.25,59.00,48.00
313.50,218.25,59.00,48.00
312.50,220.22,61.00,50.00
312.50,220.22,61.00,50.00
313.98,220.22,61.00,50.00
314.48,220.72,60.00,49.00
317.37,220.72,60.00,49.00
316.12,222.22,57.00,46.00
318.87,222.22,57.00,46.00
318.87,222.22,57.00,46.00
318.87,222.22,57.00,46.00
318.87,224.98,57.00,46.00
318.87,227.73,57.00,46.00
318.87,230.49,57.00,46.00
318.37,239.03,58.00,47.00
317.87,242.11,59.00,48.00
317.87,245.69,59.00,48.00
317.37,248.80,60.00,49.00
317.87,249.30,59.00,48.00
317.87,249.30,59.00,48.00
317.87,249.30,59.00,48.00
316.87,245.33,61.00,50.00
317.37,245.83,60.00,49.00
316.87,235.68,61.00,50.00
316.87,229.74,61.00,50.00
316.87,223.06,61.00,50.00
319.84,216.38,61.00,50.00
319.84,200.04,61.00,50.00
318.84,192.77,63.00,51.00
318.84,186.00,63.00,51.00
315.84,186.00,63.00,51.00
315.84,189.76,63.00,51.00
316.84,193.98,61.00,50.00
316.84,200.66,61.00,50.00
316.84,203.63,61.00,50.00
316.84,206.60,61.00,50.00
316.84,209.57,61.00,50.00
317.34,222.35,60.00,49.00
317.34,225.96,60.00,49.00
317.84,230.04,59.00,48.00
317.84,227.18,59.00,48.00
314.97,224.31,59.00,48.00
314.97,221.45,59.00,48.00
313.97,220.45,61.00,50.00
312.97,219.95,63.00,51.00
312.97,219.95,63.00,51.00
312.97,222.96,63.00,51.00
312.97,222.96,63.00,51.00
313.97,223.46,61.00,50.00
313.97,223.46,61.00,50.00
314.47,223.96,60.00,49.00
314.97,224.46,59.00,48.00
315.47,224.96,58.00,47.00
315.47,224.96,58.00,47.00
315.47,224.96,58.00,47.00
315.47,224.96,58.00,47.00
312.69,222.18,58.00,47.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,225.43,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.19,222.68,57.00,46.00
313.69,223.18,56.00,45.00
316.37,223.18,56.00,45.00
316.37,223.18,56.00,45.00
316.87,223.68,55.00,44.00
316.87,223.68,55.00,44.00
319.51,223.68,55.00,44.00
319.51,223.68,55.00,44.00
319.51,223.68,55.00,44.00
320.51,224.18,53.00,43.00
320.51,224.18,53.00,43.00
320.51,224.18,53.00,43.00
320.51,224.18,53.00,43.00
323.07,221.62,53.00,43.00
323.07,221.62,53.00,43.00
323.57,221.62,52.00,43.00
323.57,221.62,52.00,43.00
323.57,221.62,52.00,43.00
326.12,221.62,52.00,43.00
326.12,221.62,52.00,43.00
326.12,221.62,52.00,43.00
326.12,221.62,52.00,43.00
326.62,222.12,51.00,42.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
327.12,222.62,50.00,41.00
324.68,222.62,50.00,41.00
324.68,222.62,50.00,41.00
324.68,222.62,50.00,41.00
324.68,222.62,50.00,41.00
324.68,222.62,50.00,41.00
324.68,222.62,50.00,41.00
322.24,222.62,50.00,41.00
322.24,222.62,50.00,41.00
322.24,220.18,50.00,41.00
321.74,219.68,51.00,42.00
322.24,220.18,50.00,41.00
322.24,220.18,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,217.75,50.00,41.00
322.24,215.31,50.00,41.00
322.24,215.31,50.00,41.00
322.24,215.31,50.00,41.00
322.24,215.31,50.00,41.00
319.80,215.31,50.00,41.00
319.80,215.31,50.00,41.00
319.30,214.81,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,217.27,51.00,42.00
319.30,219.74,51.00,42.00
319.30,217.27,51.00,42.00
316.84,219.74,51.00,42.00
316.34,219.24,52.00,43.00
316.34,219.24,52.00,43.00
316.34,219.24,52.00,43.00
313.28,219.24,53.00,43.00
312.28,218.74,55.00,44.00
311.78,218.24,56.00,45.00
311.78,218.24,56.00,45.00
311.78,218.24,56.00,45.00
311.78,220.91,56.00,45.00
309.11,220.91,56.00,45.00
308.61,220.41,57.00,46.00
308.61,220.41,57.00,46.00
308.61,220.41,57.00,46.00
309.11,220.91,56.00,45.00
309.11,220.91,56.00,45.00
309.11,220.91,56.00,45.00
306.43,220.91,56.00,45.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,220.41,57.00,46.00
305.93,217.66,57.00,46.00
305.43,217.16,58.00,47.00
305.43,217.16,58.00,47.00
305.43,217.16,58.00,47.00
305.43,217.16,58.00,47.00
305.43,217.16,58.00,47.00
305.43,217.16,58.00,47.00
302.65,217.16,58.00,47.00
303.15,214.90,57.00,46.00
303.15,214.90,57.00,46.00
303.15,214.90,57.00,46.00
303.15,214.90,57.00,46.00
303.15,217.66,57.00,46.00
303.65,218.16,56.00,45.00
303.65,218.16,56.00,45.00
304.15,218.66,55.00,44.00
304.15,216.01,55.00,44.00
304.15,218.66,55.00,44.00
304.15,216.01,55.00,44.00
305.15,216.51,53.00,43.00
305.15,216.51,53.00,43.00
305.15,216.51,53.00,43.00
305.65,216.51,52.00,43.00
306.15,217.01,51.00,42.00
306.65,215.07,50.00,41.00
306.65,215.07,50.00,41.00
306.65,215.07,50.00,41.00
306.65,215.07,50.00,41.00
307.15,213.80,49.00,40.00
307.15,213.80,49.00,40.00
307.15,213.80,49.00,40.00
307.15,213.80,49.00,40.00
307.15,213.80,49.00,40.00
307.15,213.80,49.00,40.00
307.65,214.30,48.00,39.00
310.41,214.30,47.00,39.00
310.41,214.80,47.00,38.00
310.41,212.55,47.00,38.00
310.41,212.55,47.00,38.00
310.41,212.55,47.00,38.00
310.41,212.55,47.00,38.00
310.41,212.55,47.00,38.00
312.66,212.55,47.00,38.00
310.41,212.55,47.00,38.00
312.66,212.55,47.00,38.00
313.16,213.05,46.00,37.00
313.16,213.05,46.00,37.00
313.16,213.05,46.00,37.00
313.16,213.05,46.00,37.00
315.39,213.05,46.00,37.00
313.74,213.55,45.00,36.00
315.89,213.55,45.00,36.00
316.39,213.55,44.00,36.00
316.39,213.55,44.00,36.00
316.39,213.55,44.00,36.00
316.39,213.55,44.00,36.00
318.52,213.55,44.00,36.00
316.39,213.55,44.00,36.00
318.52,213.55,44.00,36.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
319.02,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.07,214.05,43.00,35.00
321.57,214.55,42.00,34.00
322.07,216.56,41.00,34.00
322.07,216.56,41.00,34.00
321.57,216.56,42.00,34.00
321.57,216.56,42.00,34.00
321.57,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
323.59,216.56,42.00,34.00
325.62,216.56,42.00,34.00
325.62,216.56,42.00,34.00
325.62,216.56,42.00,34.00
325.62,216.56,42.00,34.00
325.62,216.56,42.00,34.00
327.17,218.11,43.00,35.00
327.17,216.06,43.00,35.00
327.17,216.06,43.00,35.00
329.22,216.06,43.00,35.00
329.22,218.11,43.00,35.00
329.22,218.11,43.00,35.00
329.22,218.11,43.00,35.00
330.85,217.61,44.00,36.00
330.85,217.61,44.00,36.00
330.85,217.61,44.00,36.00
332.98,217.61,44.00,36.00
332.98,217.61,44.00,36.00
332.98,217.61,44.00,36.00
332.98,217.61,44.00,36.00
334.62,217.61,45.00,36.00
334.62,217.61,45.00,36.00
334.62,217.61,45.00,36.00
334.62,217.61,45.00,36.00
334.62,217.61,45.00,36.00
336.76,217.61,45.00,36.00
336.76,217.61,45.00,36.00
336.76,217.61,45.00,36.00
336.76,217.61,45.00,36.00
336.76,217.61,45.00,36.00
338.91,217.61,45.00,36.00
338.91,217.61,45.00,36.00
338.91,217.61,45.00,36.00
338.91,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,217.61,45.00,36.00
341.05,219.76,45.00,36.00
341.05,219.76,45.00,36.00
341.05,219.76,45.00,36.00
341.05,221.90,45.00,36.00
340.55,221.40,46.00,37.00
337.80,218.65,47.00,38.00
337.80,218.65,47.00,38.00
337.80,218.65,47.00,38.00
337.80,218.65,47.00,38.00
337.80,220.90,47.00,38.00
337.80,220.90,47.00,38.00
335.55,218.65,47.00,38.00
335.55,218.65,47.00,38.00
335.55,218.65,47.00,38.00
335.55,216.40,47.00,38.00
333.30,216.40,47.00,38.00
333.30,215.90,47.00,39.00
333.30,215.90,47.00,39.00
333.30,215.90,47.00,39.00
333.30,215.90,47.00,39.00
331.04,218.16,47.00,39.00
331.04,218.16,47.00,39.00
331.04,218.16,47.00,39.00
331.04,220.43,47.00,39.00
331.04,220.43,47.00,39.00
331.04,220.43,47.00,39.00
331.04,220.43,47.00,39.00
331.04,220.43,47.00,39.00
328.77,220.43,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,218.16,47.00,39.00
328.77,216.41,47.00,38.00
329.27,216.91,46.00,37.00
